,category,text
2424,1,zoo csi password reset
2425,1,user could apply for fetchtv
2426,1,myaccess password reset
2427,1,password reset
2428,2,dpm error shipping failure order pending
2429,2,dpm query
2430,1,my account issue NUM
2431,2,cust receiving billing statements of another customer
2432,2,order stuck in pending
2433,1,member services login error
2434,5,wifi talk registration issue
2435,2,dpm stuck order for fetch tv delivery
2436,1,unable to log in to webmail under member services
2437,2,moti unable to sign up mobileshare goh susan
2438,2,customer unable to purchase via send
2439,1,my access password reset
2440,2,unable to put through sos orde
2441,2,dpm metv cancellation
2442,1,my account issue
2443,2,metv order stuck
2444,1,my access password reset
2445,2,duplicate payments on my app rest api
2446,1,unable to login to member services
2447,2,ob portal password reset
2448,5,world manual page down error unable to fetch data please try again later
2449,1,unable to link the customer account in my account
2450,5,customer unable to subs to drs plan stm NUM
2451,2,ebpp tm tasks acl loader loading issueerror
2452,1,unable to access the application
2453,2,unable to access yes central and personal hub
2454,1,account status cancelled
2455,1,perks error on username
2456,1,password reset in my access
2457,1,my access password reset
2458,1,my access password reset
2459,1,sos password reset
2460,1,my account not update usage details
2461,2,wbactmt01d failed with status 2
2462,1,zoo password reset
2463,2,request to push the order for metv
2464,6,mail routing via NUM geociccsawhds3comau
2465,2,wbreqin01d error
2466,1,my access password reset
2467,1,my account user want to register my account for the customer but get error
2468,5,ebpp tm tasks report fixing
2469,1,zoo password reset
2470,2,my singtel app ngan kee leong
2471,5,unable to register wifi talk
2472,0,crn NUM sanei gen ffi asia pte ltd
2473,4,eip eipprdappaNUM prd nonreitz infra queue threshold breach
2474,1,my access request to reset the password
2475,1,my account logging customer out as soon as customer logs in
2476,1,my access unlock password
2477,1,dpm login issue
2478,1,my access password reset
2479,1,member services login not possible
2480,1,my access password reset
2481,1,unable to create my account for customer
2482,2,business portal password reset
2483,2,dpm fetch tv NUM
2484,5,my app unable to view postpaid plan service
2485,1,unable to login
2486,1,unable to login to their my account martin03 since relocating from ull to res
2487,1,ebpp tm tasks reloading of errored files on user loader
2488,0,customer still charge monthly in entertainment pack
2489,1,my access sos password reset
2490,1,my access password reset
2491,6,customer being charge for fetch tv connect package
2492,2,dpmunable to cancel fetch tv
2493,2,my app shows wrong minutes usage
2494,2,incorrect app
2495,1,zoo password reset
2496,2,request to push thru order
2497,1,customer unable to login into member services
2498,1,unable linking customer account thru my access
2499,2,sos order issue NUM
2500,4,account number NUM order stuck in pending oder number NUM
2501,3,unable to switch customer email bill
2502,5,ticketNUM problem mio ingest error reported on think01intsinmioouri
2503,1,my account
2504,5,wifi talk issue
2505,1,zoo password reset
2506,1,my account issue
2507,0,my account usage query
2508,2,simcard activation issue
2509,5,moti network problems encountered ravindran so renganathan pillay mt NUM
2510,2,tv order stucked in dpm
2511,2,dpm customer hasnt receive fetch tv
2512,1,my access password reset
2513,1,unable to link customer account in my account
2514,2,dpm error
2515,1,my access password reset
2516,2,eshop prepaid topup got untrusted certificate issue
2517,1,my account keep loging out when try to access the services
2518,1,my access reset password
2519,1,sos password
2520,2,my app for customer
2521,1,my account unable to login
2522,1,my access password reset
2523,1,myaccess password reset
2524,6,unable to register for email billing
2525,1,account issue my accesssos
2526,2,fusion flag mismatch
2527,5,fusion port away
2528,1,my account update account details error
2529,1,unable to check the ac on my account impersonation tool
2530,2,unable to activate a prepaid simcard for a customer resolved
2531,2,incident case update NUM
2532,1,my access password reset
2533,1,unable to link phone service via my account
2534,1,my access password reset
2535,2,zoo error
2536,1,my access password reset
2537,1,wrong plan showing in my account
2538,2,member services registeration failed
2539,1,my access password reset
2540,1,keep log out automatically in my account
2541,2,dpm error
2542,5,customer unable to register wifi talk
2543,3,stuck orders in service cr no response and proton cr no response queues
2544,1,my access password reset
2545,2,dpm pending status in dpm for fetch tv box
2546,2,business portal password reset
2547,1,incident NUM linked to another username
2548,1,my access password reset
2549,2,password rese for business portal for customer
2550,2,error occurring when completing a prepaid activation
2551,1,zoo password reset
2552,1,customer unable to access my account
2553,2,ebpp tm tasks reextraction of aspc files
2554,1,my account issue
2555,2,re app issue
2556,1,password reset
2557,1,password reset
2558,1,my access password reset
2559,1,unable to view online biling in my account
2560,1,assistance accessing olivia
2561,1,my access password reset
2562,1,unable to link customer account
2563,1,issue with my account
2564,1,my access password reset
2565,2,my app crashing on ios9
2566,2,noroutetohostexception while trying to connect to oft uat server from sme eshop
2567,2,my business portal password reset
2568,6,customer is unable to receive email bill
2569,1,my access password reset
2570,2,unable to transfer fetch tv incomplete information disconnected call
2571,2,dpm pending error
2572,2,dpm issues page cannot be displayed
2573,1,my access password reset
2574,1,my account linking of service for msn NUM
2575,1,setup email billing for account NUM
2576,5,unable to download my app
2577,4,data usage for my app
2578,1,my account issue
2579,2,error occurring when completing a prepaid activation
2580,1,my access password unlock
2581,2,my app
2582,2,issue with my app
2583,2,dpm order for metv didnt go through to sap
2584,6,customer not getting email billing
2585,2,unable to log in to myportalonepassftth noNUM
2586,1,unable to log in to zoo csi
2587,1,unable to log in to my access
2588,1,my access password reset
2589,2,dpm error
2590,2,error on fetch tv order
2591,1,my account change of billing type
2592,2,my app not showing bill
2593,1,my access password reset
2594,1,customer receive emaill regarding the bill on my account
2595,1,my account login issue
2596,1,my access password reset
2597,2,dpm error
2598,1,my access password reset test
2599,2,dpm profile issue
2600,1,my access password reset
2601,1,zoo password reset
2602,2,unable to link the service NUM
2603,5,buy apps downloading issue at mobisingtelcom unable to download app
2604,2,dpm error tv packs
2605,1,my access password
2606,2,dpm error
2607,2,dpm general error service is unavailable please try again after 24 hours
2608,2,easy online topup extract the msisdn
2609,5,log fault in ob portal
2610,1,my account unable to register for email billing NUM
2611,1,my access password reset
2612,1,customer unable to login into my account
2613,2,dpm ord stuck in pending
2614,1,member service unable to login
2615,2,pending stb order richardpp
2616,2,dpm unable to booking fetch tv for customer
2617,1,my access
2618,2,fetch tv delivery
2619,2,cust checks billing and whole app closes
2620,1,unable to login to webmail
2621,0,lim tan ebod needed for 30m mNUM singtelNUM
2622,1,customer unable to see usage in my account
2623,2,my application error
2624,2,fetch tv box suspended
2625,1,my access password reset
2626,2,dpm order in pending status
2627,2,dpm issue
2628,6,migs patching request
2629,5,mio ingest error reported on think01intsinmioourinfranet
2630,1,we cant display service details in my account switch to email billing
2631,2,dpm address is incorrect
2632,1,my account issue
2633,1,my access password reset
2634,1,unable to change email bill to paper bill in my account
2635,1,issue accessing my account
2636,4,incorrect data shown in my app
2637,3,member services server error refered to mtsc
2638,1,unable to link the service for the customer in my account
2639,1,dpm password reset self rest
2640,1,request to reset zoo password
2641,1,account linking error
2642,2,mopm drop order check kaung htet win NUM
2643,1,not showing data usage in both my account and my app
2644,1,customer account number is not valid
2645,1,my access password reset
2646,2,prepaid ca retrieval for worder ahfzufm001
2647,1,webmail account is not provisioned to service number
